whether	10.680447889750216	total = 31	deleted = 2	frequency deleted = 6.451612903225806
ATT	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
L	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
your	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
wait	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
talking	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
store	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
matter	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
Pylon	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
ran	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
listed	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
switch	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
mind	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
hear	10.169491525423728	total = 6	deleted = 2	frequency deleted = 33.33333333333333
quarter	10.029498525073745	total = 34	deleted = 2	frequency deleted = 5.88235294117647
changed	10.0	total = 10	deleted = 1	frequency deleted = 10.0
